1501      ,1501      ,512205.132,3787146.570,55.013
1500      ,1500      ,512166.426,3787144.609,55.626
116       ,116       ,512172.766,3787158.712,55.528
117       ,117       ,512176.694,3787165.983,55.693
118       ,118       ,512187.322,3787164.963,55.448
119       ,119       ,512184.296,3787166.829,55.489
120       ,120       ,512184.447,3787171.114,55.328
121       ,121       ,512172.992,3787170.555,55.545
122       ,122       ,512165.786,3787172.111,55.823
123       ,123       ,512165.125,3787171.154,55.840
124       ,124       ,512166.267,3787169.282,55.708
125       ,125       ,512153.327,3787169.260,56.362
126       ,126       ,512153.154,3787160.065,56.254
127       ,127       ,512151.551,3787153.769,56.682
128       ,128       ,512154.314,3787135.674,56.115
129       ,129       ,512155.113,3787124.017,56.082
130       ,130       ,512166.155,3787159.408,55.660
131       ,131       ,512162.361,3787158.866,55.899
132       ,132       ,512165.884,3787121.253,55.601
133       ,133       ,512168.439,3787102.269,55.538
134       ,134       ,512164.625,3787101.368,55.870
135       ,135       ,512196.369,3787104.773,54.450
136       ,136       ,512186.640,3787104.672,54.986
137       ,137       ,512175.084,3787104.861,55.444
138       ,138       ,512172.906,3787118.063,55.488
139       ,139       ,512176.466,3787124.105,55.648
140       ,140       ,512187.576,3787123.865,55.533
141       ,141       ,512193.705,3787119.996,55.210
142       ,142       ,512193.819,3787122.281,55.203
143       ,143       ,512196.334,3787123.243,55.490
144       ,144       ,512190.340,3787133.295,55.452
1509      ,1509      ,512185.078,3787059.710,55.255
145       ,145       ,512168.756,3787098.353,55.640
146       ,146       ,512172.464,3787086.795,55.446
147       ,147       ,512177.120,3787074.757,55.390
148       ,148       ,512181.339,3787064.368,55.415
149       ,149       ,512179.340,3787056.336,55.888
150       ,150       ,512175.037,3787056.250,56.250
151       ,151       ,512191.717,3787048.605,55.116
152       ,152       ,512198.310,3787038.988,55.155
153       ,153       ,512203.082,3787035.402,54.941
154       ,154       ,512208.322,3787039.764,54.842
155       ,155       ,512206.820,3787043.546,55.057
156       ,156       ,512199.169,3787050.050,55.002
157       ,157       ,512200.571,3787054.389,55.129
158       ,158       ,512194.439,3787060.208,55.257
159       ,159       ,512194.228,3787063.818,55.261
160       ,160       ,512186.891,3787070.337,55.240
161       ,161       ,512186.750,3787078.499,55.446
162       ,162       ,512201.430,3787080.291,55.631
163       ,163       ,512192.924,3787080.124,55.374
164       ,164       ,512193.124,3787084.463,55.335
165       ,165       ,512182.742,3787079.004,55.254
166       ,166       ,512180.563,3787088.520,55.485
167       ,167       ,512177.856,3787094.742,55.529
168       ,168       ,512176.471,3787098.508,55.403
1508      ,1508      ,512208.742,3787030.864,54.845
169       ,169       ,512186.995,3787036.113,55.580
170       ,170       ,512192.448,3787031.228,55.907
171       ,171       ,512203.943,3787019.950,55.916
172       ,172       ,512221.368,3787008.579,55.369
173       ,173       ,512224.276,3787006.878,55.371
174       ,174       ,512226.411,3787010.908,54.976
175       ,175       ,512226.224,3787012.193,54.745
176       ,176       ,512227.218,3787014.502,54.728
177       ,177       ,512228.757,3787014.618,54.550
178       ,178       ,512233.425,3787011.738,54.454
179       ,179       ,512238.538,3787017.543,54.457
180       ,180       ,512229.063,3787024.947,54.644
181       ,181       ,512231.627,3787025.486,54.564
182       ,182       ,512233.836,3787031.948,54.910
183       ,183       ,512232.009,3787044.274,55.422
184       ,184       ,512232.079,3787044.098,55.458
185       ,185       ,512239.342,3787046.683,55.122
186       ,186       ,512223.698,3787047.144,55.505
187       ,187       ,512222.613,3787053.845,55.524
188       ,188       ,512213.514,3787061.128,55.314
189       ,189       ,512213.295,3787034.960,54.745
190       ,190       ,512222.390,3787032.188,54.779
191       ,191       ,512222.367,3787027.389,54.576
192       ,192       ,512223.435,3787028.898,54.680
193       ,193       ,512185.054,3787059.699,55.286
1510      ,1510      ,512215.662,3787060.991,55.314
194       ,194       ,512203.653,3787061.987,55.306
195       ,195       ,512205.135,3787070.762,55.234
196       ,196       ,512209.030,3787070.364,55.308
197       ,197       ,512222.078,3787067.878,55.263
198       ,198       ,512221.628,3787070.860,55.249
199       ,199       ,512223.384,3787064.541,55.366
200       ,200       ,512231.781,3787064.609,55.516
201       ,201       ,512236.343,3787060.537,55.681
202       ,202       ,512237.277,3787055.564,55.766
203       ,203       ,512234.750,3787049.551,55.641
204       ,204       ,512243.440,3787049.821,55.357
205       ,205       ,512257.655,3787047.568,55.088
206       ,206       ,512222.577,3787055.091,55.564
1507      ,1507      ,512234.495,3787012.517,54.455
207       ,207       ,512223.189,3786992.363,55.301
208       ,208       ,512237.101,3787009.477,54.408
209       ,209       ,512233.292,3787001.836,55.195
210       ,210       ,512252.252,3787001.259,54.158
211       ,211       ,512263.047,3786993.580,54.078
212       ,212       ,512266.277,3787001.062,53.875
213       ,213       ,512254.229,3787010.213,54.238
214       ,214       ,512239.947,3787029.066,54.783
1505      ,1505      ,512278.131,3786995.552,53.675
1506      ,1506      ,512256.705,3786999.006,54.065
215       ,215       ,512272.163,3786997.655,53.766
216       ,216       ,512273.415,3787001.151,53.806
217       ,217       ,512274.419,3787003.276,53.716
218       ,218       ,512274.647,3787017.623,53.768
